weather_id,region,date,temperature_min,temperature_max,temperature_avg,humidity_min,humidity_max,humidity_avg,rainfall,wind_speed,solar_radiation,atmospheric_pressure,cloud_cover,uv_index,evapotranspiration,soil_moisture,soil_temperature
1,Tamil Nadu,2022-08-01,12.230691789403513,25.903160672972525,21.680958354174898,37.932092145934504,96.81272723929109,62.09189042623208,81.1833053550512,4.902540540490943,20.051958609081233,1016.5356393615615,66.9982406569405,14.808444248404173,6.8946033670744775,92.05280433567168,34.60272748739541
2,Punjab,2023-06-25,7.159949776574319,30.576267734523324,17.343786426058884,21.89391567478609,74.9449349660936,47.18245485034382,93.06094393057613,18.775844162200393,7.578449080956254,1028.380258105155,19.138182199725485,5.861803151358613,4.545771554538152,70.82993939191198,38.46361434100357
3,West Bengal,2021-10-09,10.370262168956883,28.91518449172346,26.781705010562682,11.159314510738469,98.02735713670924,66.69020554891286,27.50965181017654,15.903185656168795,2.4836874349168454,1013.9280070150437,55.62732444405096,9.437213603877785,7.125088102110534,25.49475264530944,22.468556491341804
4,West Bengal,2023-01-29,7.925349092841487,20.888953494928238,18.894705041560528,24.707200034833335,89.10517319154144,74.10305591652174,78.14022665393846,8.93758060962587,13.630813822548507,1017.0019918215455,67.83092436123874,7.60120185287132,5.201683867036432,56.034907022090174,19.51558580820747
5,Madhya Pradesh,2023-12-04,22.806565298116038,34.54406947892594,25.26974292055185,19.893450510464838,62.81266203876114,69.33064247497515,4.933237118643463,17.41474499356752,12.856813387582436,1019.2105646058426,65.57302090650848,11.083088369007953,1.3380103349951487,22.128201626349203,12.590973396312197
6,Uttar Pradesh,2021-02-20,16.357218102470405,26.054851076728152,17.88843295009432,22.547020138301548,94.88567850767166,53.074247045312426,35.09382723773879,11.160086627145429,24.55650413563322,1026.4551846712054,86.05824433089138,12.511938686626964,7.661077142842907,97.90551271931304,16.541732994566843
7,Tamil Nadu,2022-12-09,6.707674063189046,44.54738058266355,26.820048467453113,47.18128538940866,74.57184862819402,61.33082502859584,28.396843566664266,1.3146461298401202,13.76189093244623,1020.4760313097768,1.0568399513811166,2.6469653668944915,5.172102352518179,58.23832476667024,30.54256369890513
8,Punjab,2021-05-10,21.531236562906017,32.066278733249206,32.28924702702737,33.658688609465166,91.73037160510052,72.12634294739615,51.61516328400621,6.865499222453469,3.0329902898875325,1014.9400889456497,87.84464112492951,8.052733224219773,9.116297909986352,79.5899158400389,12.920193101389353
9,Uttar Pradesh,2023-11-12,6.1879102757580995,21.031568641676927,31.4066211537348,35.90822952692701,83.35609232881922,44.094367570412885,3.3837769285929853,4.308139271481273,6.417431675216154,1015.8877238626482,47.17668202179384,13.903931609011714,7.562322969997371,48.48363736098979,10.0024800992783
10,Madhya Pradesh,2022-02-02,5.648246173070081,43.88922953886606,33.006984131691794,37.69743339214317,68.73264292214037,50.47974969425237,88.37996342724026,19.095842038337587,24.327756151918166,1013.6287798485632,51.04985197574329,14.347321768809124,3.411668055923823,45.304792908551846,6.235313412077411
11,Karnataka,2021-02-04,21.355111628892235,40.39336256299026,18.365948697676696,44.105538142203024,84.78082722708228,63.0468703323768,81.20324960488807,11.528061201143583,23.28250618342869,1007.1663669881482,61.17158670901183,14.776238562452347,9.47461696800525,65.50992732422361,34.94511090723941
12,Punjab,2020-07-22,8.218144943217954,43.75483485589692,30.617979396287467,26.95167514087089,78.46562254948238,62.92432821864679,14.698352627682675,18.709787286551194,7.3262244995459,1023.335709998221,91.27513489359943,7.875520811061191,8.11168687515824,72.16928509770113,6.815977947768515
13,Maharashtra,2022-05-09,15.545493430344926,30.652357196606033,34.813936945885786,46.007952210902886,95.7237533695188,57.57280553702804,62.788205333980684,16.75591281779754,10.965244477167532,1020.5955330871334,83.71537203429867,12.156319166761623,1.8402143408609415,10.582358820156633,30.3449289773738
14,Haryana,2020-12-17,21.96321491347944,33.49216096636692,17.58608669644108,34.89953921880683,62.64374158301947,54.89637456271994,55.79147370583954,2.202286876036801,9.912534709865097,1029.9146470089486,44.96445786595097,7.575930505369549,6.6070536213819935,69.17899092183887,30.461232330934827
15,Punjab,2023-06-30,9.350484339728675,34.33836292446664,22.787336003013294,10.693201168517685,86.71175942431823,71.08815507998548,29.100102137242732,5.58723881404765,11.38118910834491,1010.8023219388926,65.48259565813167,7.129737482270245,8.674647278641274,17.745422675468195,10.790219063608596
16,Maharashtra,2021-04-15,22.325539371464963,43.93448082796861,28.777874836504047,16.768991083080827,74.59353808043501,49.82000739227762,39.28837869367442,8.266363560099734,15.495979114216935,1023.1921331861927,36.57140189665186,4.499172204052536,5.780023368501696,97.02243034412312,39.86782091614008
17,Uttar Pradesh,2022-11-13,9.209808698586542,21.247521181370026,29.784682915390782,14.097949688499414,95.52742253522551,46.24109331920759,53.18035256325361,7.724762879503791,4.814712882786864,1007.9970893924453,98.31155785069107,7.526681961494544,6.144011631933475,59.891955008607326,39.72408043101105
18,West Bengal,2021-01-13,14.408224854845011,38.17614003395536,22.81719361900424,23.23099003405762,79.60805523867813,71.67870630741942,25.253796173270672,19.412795021520555,0.9925955486754512,1024.7576901105765,2.811051897589101,10.787617468418807,7.638730016433946,92.57567095763709,22.634689109823817
19,Madhya Pradesh,2022-10-27,11.096240796873788,39.371900301213785,27.764564766729883,19.389336739013427,72.10922696819604,57.37558897617998,23.120701052045987,13.57962569860321,23.277179464828503,1026.886847501561,96.81649483088016,9.745552000335651,7.478290881579055,83.30654592598962,20.946015635618934
20,Haryana,2020-11-18,17.358291498194625,40.81807006034812,19.207088227050175,44.73822291523169,62.921438697539045,77.07930771296176,5.113802789984079,10.8720059342782,8.5452049309024,1009.9996165630704,36.888918241922475,6.038497067054147,5.894955072075401,19.749993692693767,7.188668439486318
21,Karnataka,2023-08-17,17.758373883947094,26.32623154705636,23.982975231635635,30.795957354267138,90.37865023946654,78.26303614245424,71.75490947839772,1.5534116300475898,10.044889925325236,1019.8560429887431,57.77895418675496,9.538171709724784,8.631557352799362,76.81302486172625,22.75399878853059
22,Tamil Nadu,2021-09-04,17.387409931915112,34.2511433585252,29.430552236591822,30.826577347028245,82.32082903566751,51.28118226155943,4.515149025279442,3.4855537687035354,0.7707135524307268,1005.6333002861794,11.64948427384428,10.403836335607892,4.200873182503244,71.55592980813793,33.330889091555804
23,Punjab,2020-10-10,24.30997991992533,36.73622532227011,27.198439249793076,37.04600619310331,64.87561766360373,70.72127344428449,82.93395920674777,9.685372823550482,14.015050034362131,1007.1888661195637,30.134313944843548,2.6986446390992205,2.667341072582812,60.00381868271933,18.575730573285057
24,Punjab,2021-10-14,6.3667157081646675,32.50269842929788,32.47901578553154,33.47535916585553,68.83308568345443,40.90677006384326,14.965310171825653,7.244420917150558,8.818593095802807,1009.0997108938684,0.8684699657218964,14.67154584199865,7.763632880383534,96.77825161329538,32.98332186026152
25,Karnataka,2023-03-09,8.063136090114844,21.853988993564606,26.696264425034567,42.43542535050147,73.7329912883402,56.86714365167957,57.500061349207684,4.8452301907718205,4.916957645152106,1009.016814362308,97.69399660219655,0.4806653983543313,3.0295759318943025,95.28632734440616,17.743984087736706
26,Punjab,2021-10-04,24.08949675177144,41.23538497570405,18.42830652989891,49.685743128223834,77.24209137404829,77.00531309402696,92.23281292899824,10.863162821983593,18.006405328031253,1014.6744103724558,99.35156085553855,7.020852177674306,3.804681374296949,12.89880880975586,10.930899551456925
27,Madhya Pradesh,2020-03-05,8.60224187379943,41.40109249563467,22.412664210269643,40.74061304974019,86.2473214034522,53.72291010395517,49.49540989033168,10.24029220410916,19.55273491568996,1026.2870662307082,61.81366626565882,11.958072734625494,2.0060191577510524,16.171294344788834,36.03287563682771
28,Maharashtra,2021-09-07,15.003318912578518,40.30450117738408,16.427631344016515,14.396618637267213,65.54630708510729,40.12155204783137,92.37972277442779,1.3039328653587345,2.6056217206859134,1017.7506705151619,30.383155757501456,6.545215371788212,7.126663597645193,51.12804460974604,16.7895310761444
29,Karnataka,2023-03-28,5.67630016672847,31.261400227964856,33.70593285723789,25.17600024141807,99.59924671252679,55.84335897857798,21.106791891076217,3.386794606604695,18.615219543409612,1006.1569832418302,7.729303120254261,1.7708992503904146,4.191554728287386,27.930983647317206,20.630667513286824
30,Karnataka,2023-05-24,5.119952954044118,39.718423255552125,18.918225506989884,12.185762076095106,82.50171139365784,72.19511119305639,12.015892804669958,3.0532558729846726,24.507813404513872,1002.0042170065464,53.0020342457184,5.670197060736576,1.2582503820329314,44.1839838927098,34.62353208805719
31,Punjab,2021-12-24,7.768485580338811,21.129044391580226,24.17101404003193,35.599447685820046,88.2301240073291,48.432419800026096,56.12701989791715,18.193582769307138,21.718460573212266,1002.7062411159578,76.03338194171127,4.656107053881707,3.8343840881518174,87.37517275356987,26.631988034698157
32,West Bengal,2020-01-11,19.519752869759067,21.75060184040726,31.168346856738644,30.017082174219297,64.76630636377901,42.40238791823856,24.840224107588483,11.054827311272637,20.801297775629543,1016.0796683405586,40.85562784252515,2.199842551206481,7.1691163172500145,64.49010661216828,21.652974290615006
33,Uttar Pradesh,2020-02-25,17.7032942212568,40.01595485735088,29.75729335833929,36.33711209605617,60.33889634252893,44.071651075147635,88.84742728847156,3.950632535849905,7.215750059643869,1021.7618096704498,53.67529557310065,13.189824799122208,1.9849888960600686,90.26480664332736,11.902770776199354
34,Karnataka,2023-08-05,7.572060750815326,27.870873870173064,29.05247641629147,42.228441085409585,95.60442940004098,76.49835046951378,74.77722946146433,3.419351327330058,15.885867366965856,1003.7125208536023,88.12718514676605,11.231218983040282,2.073540185332762,23.237050920797866,37.697823760275824
35,Haryana,2021-01-11,8.755336185896208,20.772215450223314,15.867803787474754,11.108413581173258,74.14804605824156,59.56339883350117,92.78139398826777,16.75974668023059,2.9542906932294026,1014.8637387854369,14.923570322004288,6.197725612065285,9.806867165957367,23.09738230807092,20.616259604054008
36,Rajasthan,2020-02-10,21.78696959740135,33.36754993844113,32.388293283498975,25.46952617446393,85.55172523184633,42.599694526989424,27.139058802754114,17.75071707035827,16.02778901394683,1014.6515520263366,3.265133986740887,6.4744969632950005,1.0184075827052543,62.51302890551643,26.557366258132717
37,Gujarat,2023-09-26,14.385827416995925,28.697853005291208,16.793512299625213,25.194191353661846,93.16187131518427,77.1463534753918,72.48776612072622,6.165606023819534,18.930428023639227,1004.3962967959735,94.80652850141458,8.779688084896925,8.745634569429258,86.90725899161555,10.526211299604581
38,Madhya Pradesh,2023-01-26,17.54324178843331,38.581604880473435,15.859209557695875,24.134284067621525,93.3243464411635,51.38553812498913,47.28336645924883,4.539509385161706,11.739870851977033,1004.5353802116451,96.6596466284601,4.242212345239048,6.637352533410237,45.232081335782965,26.010576993602434
39,Maharashtra,2023-11-20,14.312557965244261,42.32058230829792,17.913992512952298,16.660628745895572,72.68503157942109,49.60948241360614,69.25129780328193,3.4685452529741645,18.462023752711605,1010.5046742388588,4.731781948068536,13.999793308477413,8.74531732543046,41.56689723154128,19.041305116365308
40,Uttar Pradesh,2020-01-17,8.818473035121633,40.846655614566615,33.08536374250312,42.8017969760504,89.88912173805394,42.907651469241465,74.95453587985344,19.386836750261022,22.571474498438544,1022.0509207082639,82.21989175876094,5.923638232081157,8.109330129560055,88.01240270864585,17.375153049836634
41,Rajasthan,2020-03-01,11.622063030279055,34.951832909203745,26.292883481270273,17.565091729226197,76.54813919753848,44.285910584040295,89.97974933407737,0.8926776428167171,12.008365446626032,1004.9768583778952,88.08195459008252,10.318369253350427,8.669109238843681,23.83527925398977,36.75199510867923
42,Karnataka,2020-06-18,10.258266494461992,34.029768939399666,28.24648334952017,24.9275354020617,70.54011650437828,45.717763212870466,42.01991022422179,3.4584977073382506,1.9043638617135983,1013.8185317632264,47.8327494510239,3.991098517912533,4.494935937694931,79.79441065765464,31.385760796911192
43,Rajasthan,2021-01-05,20.648571591275147,27.43979862887216,18.048762053264664,41.18906626662094,89.56919931132582,73.67049439435716,30.76556875621188,4.753757429915271,21.302927948899388,1011.6323258502517,48.18919970215726,3.1319822363982035,3.39919785492436,30.75337314689207,33.47732117268264
44,Maharashtra,2020-10-19,13.175286140276096,31.950899735477506,22.796269773374362,36.656129257342975,64.92572444520995,43.35021628725735,39.30028102094158,12.030919940789392,20.60112273933061,1025.5830090228085,28.636367870282932,4.4511351627320295,4.496968682359347,58.43570351622204,33.60147864918011
45,Rajasthan,2020-10-10,22.114986131337197,40.38586032646127,30.720397486066748,41.451864008422596,82.99263466760237,52.93520512684556,42.30948457678565,19.88155113500945,12.814581364539427,1016.170926355743,96.03648567521468,14.147383685834404,1.7096277166502043,18.706723428673804,39.68339724901774
46,Karnataka,2020-07-24,9.977911548803291,39.243657578755446,29.079167324054993,18.894615401886323,72.57042441980897,77.64616863933847,70.80896621606557,5.346774865059829,18.32872109628885,1014.1667856730508,84.1128616417633,10.030152372984668,4.570903382272378,47.56200534634669,27.157494338886845
47,Punjab,2023-05-08,15.93237736420173,36.21578300424359,17.28839573843541,11.30924629716198,74.26716897306598,62.90187065889151,9.12984328135298,14.627398683584747,19.4659693815776,1006.1527998287478,62.82628721305235,11.092077663335976,3.1178929977956575,87.48464086185757,12.90682387426615
48,West Bengal,2022-03-14,9.587707857375008,33.7905186529644,21.096859371926477,48.79685750143925,79.83547704590194,51.48201967293166,36.94708832150201,17.07006363524398,5.870544726159705,1008.4438067222618,17.830650463166,14.055526058450777,1.468627407823738,81.02809399052572,38.628198870173065
49,Tamil Nadu,2020-10-14,21.742061525782557,37.524061472917175,29.957993967846555,17.612559356683484,77.87323124373813,53.636626758922006,88.92083167885812,14.410570040436061,24.591134347945317,1029.432793131437,32.93958472152924,12.574454576847108,7.637434334980042,15.697486911806216,32.22221936337987
50,Maharashtra,2020-09-20,16.684378238120086,26.676622683566755,17.896518212006896,34.23945641899294,96.97841845703434,54.693354846954485,95.8008160764528,0.6859572503937317,20.705626663433648,1028.779935707446,0.8226748731551825,10.409207865353988,9.91465457508179,29.526518094940382,22.755785283938334
